Sample,label,Parabacteroides,Eubacterium,Gemmiger,Alloprevotella,Ruminococcus,Megasphaera,Blautia,Odoribacter,Butyricimonas,Bifidobacterium,Fusicatenibacter,Dialister,Clostridium_XVIII,Pyramidobacter,Turicibacter,Anaerostipes,Sutterella,Coprococcus,Megamonas,Escherichia/Shigella,Flavonifractor,Intestinibacter,Prevotella,Collinsella,Barnesiella,Haemophilus,Anaerotruncus,Dorea,Roseburia,Phascolarctobacterium,Lachnospiracea_incertae_sedis,Streptococcus,Oscillibacter,Clostridium_XlVb,Clostridium_sensu_stricto,Desulfovibrio,Romboutsia,Clostridium_IV,Bacteroides,Paraprevotella,Veillonella,Akkermansia,Parasutterella,Clostridium_XlVa,Holdemanella,Alistipes,Eisenbergiella,Fusobacterium,Faecalibacterium,Bilophila,Ruminococcus2,Catenibacterium
XRI03,D,0.30024803,0.607023193,1.044340977,0.613550324,1.501240153,0.041338497,1.170532179,0.076149863,0.00217571,0.013054262,0.356816501,0.274139506,0.082676994,0.126191201,0.004351421,0.141421173,0.428614942,1.457725947,0.113136938,1.329359036,0.191462512,0.045689918,40.14403203,0.095731256,0.126191201,0.18058396,0.019581393,0.258909534,3.785736043,0.23497672,1.446847395,0.282842348,0.787607154,0.935555458,0.663591662,0.163178278,0.121839781,0.080501284,7.040598751,0.234976719,0.091379836,0.008702841,0.376397893,1.542578652,0.108785519,0.224098168,0.013054262,0.06744702,6.068056219,0.091379836,1.050868109,0.039162787
XRH10,D,0.223578984,0.436408978,0.95021068,0.638489983,1.46616218,0.006449394,0.956660075,0.038696363,0.008599192,0.017198384,0.2063806,0.352566859,0.081692321,0,0.032246969,0.032246969,0.159085046,1.210336228,0.283773324,2.412073265,0.131137673,0.05159515,45.46822598,0.120388683,0.01074899,0.182732823,0.008599192,0.249376559,5.131567632,0.417060796,2.115401153,0.021497979,0.421360392,0.313870496,0.408461605,0.159085046,0.098890704,0.488004128,4.471579677,0.300971709,0.006449394,0.004299596,0.178433227,1.958465905,0.26872474,0.197781409,0.017198384,0.39341302,7.980049875,0.079542523,0.528850289,0.002149798
XRK02,D,0.100579938,0.126259924,0.320999808,9.886794068,0.049219971,0.010699994,0.14551991,0.004279998,0,0.010699994,0.055639967,0.012839993,0.042799974,0,0,0.002139999,0,0.019259988,0.389479766,0.08345995,0.008559994,0.002139999,63.49590191,0.077039954,0.002139999,0.01711999,0,0.081319951,0.293179823,2.910398253,0.169059898,0.006419996,0.019259988,0.006419996,0.391619765,0.008559994,0.029959982,0.010699993,3.451817929,0.04921997,0.004279998,0.002139999,0.014979991,0.068479961,0,0.042799974,0,8.035695178,4.941257035,0,0.10057994,0.004279997
JKJ03,E,2.956763122,0.023132571,1.425807537,0,0.506813594,0.023132571,0.334370795,0.012617766,0,0.004205922,0.170339838,0.014720727,1.038862719,0,0,0.082015479,0.006308883,0.010514805,0.046265142,5.213240242,0.016823688,0.042059219,0.693977122,0,0.006308883,0.014720727,0.008411844,0.035750337,1.882150068,2.123990579,0.458445492,0.002102961,0.014720727,0.977876851,0.105148049,0,0.117765814,0.010514805,72.09160498,0.119868775,0.002102961,0,0.010514805,0.292311576,0,0.010514805,0.010514805,0.008411844,1.469969718,0,0.168236878,0
JKI02,E,1.217519202,0.435120118,0.292122896,0,0.486190554,0.004085635,0.929481941,0.030642262,0.004085635,0.030642261,0.21653865,0.055156072,0.484147737,0,0,0.061284523,0.283951626,0.1286975,1.395244321,0.071498611,0.36157869,0.00817127,2.265484556,0,0.049027618,0.004085635,0.002042817,0.140954405,1.305360353,1.072479163,0.823255434,0.004085635,0.118483413,1.168491584,0.022470992,0,0.057198889,0.030642262,60.77994771,0.189982022,0.012256905,0.004085635,0.016342539,0.563817618,0.00817127,0.110312142,0,1.632211146,14.96568067,0.077627063,0.102140873,0
JKC04,E,1.31221257,0.153295862,1.062851304,0,1.432805315,0.014307614,1.158916711,0.053142566,0.00408789,0.010219724,0.811446091,0.049054676,0.987225345,0,0.002043945,0.3740419,0.138988248,0.298415943,0.026571283,0.300459888,0.04701073,0.030659172,5.277465512,0.11446091,0.014307614,0.05518651,0.014307614,0.312723556,2.918753193,0.222789986,2.51814001,0.022483393,0.159427697,0.292284109,0.194174758,0.016351559,0.05109862,0.022483393,59.65252938,0.510986203,0.00817578,0.006131834,1.187531938,1.183444049,0.00408789,0.269800716,0.00817578,0.020439449,4.494634645,0.063362289,0.275932549,0.010219724
JKC09,E,3.97038331,0.199663069,1.559867724,0.027037707,1.085667936,0.024957884,1.098146879,0.066554356,0.006239471,0.563632204,0.734177742,0.04575612,0.081113122,0,0.002079824,0.064474533,0.060314886,0.684261975,0.101911359,0.391006843,0.542833968,0.041596473,4.941660949,0.033277178,0.058235062,0.014558766,0.006239471,0.09775171,2.599779539,0.195503422,1.836484267,0.112310476,0.754975978,0.06863418,0.058235061,0.043676296,0.049915767,0.056155238,54.87822633,0.27453672,0.037436825,0.006239471,0.095671888,1.903038625,0.228780599,2.518666418,0.004159647,0.070714004,8.529356711,0.020798236,0.25789813,0.02287806
JKB04,E,2.333935461,0.137531816,0.236062074,0.057475983,0.390015598,0.252483784,0.931932014,0.034896132,0.002052714,0.057475984,0.215534937,0.071844979,0.392068314,0,0.002052714,0.059528697,1.278840627,0.346908613,0.151900814,1.081780113,0.041054274,0.036948846,4.875195009,0.07800312,0.004105427,0.026685278,0.002052714,0.158058954,6.369570573,0.687659086,2.935380573,0.020527137,0.10058297,0.127268248,0.54602184,0.020527137,0.051317842,0.034896132,56.10271779,0.441333442,0.016421709,0.008210855,0.192955087,0.745135067,0.012316282,0.071844979,0.004105427,0.104688398,2.169718368,0.014368996,0.231956648,0.026685278
JKD08,E,0.769892381,0.335647905,0.341941303,0.008391198,0.570601438,0.004195599,1.283853238,0.002097799,0.002097799,0.023075793,0.239149133,0.834924164,0.081814177,0.004195599,0.002097799,0.060836182,0.090205374,0.192997546,1.357276217,0.360821498,0.167823952,0.025173593,2.171222386,0.020977993,0.010488996,0.008391198,0.006293398,0.125867965,3.956449684,0.146845958,4.029872663,0.006293398,0.176215149,0.157334956,0.440537876,0.031466991,0.184606348,0.125867965,57.4230632,0.176215151,0.025173593,0.002097799,0.023075794,1.309026829,0.006293398,0.109085569,0.002097799,0.457320271,8.103799115,0.023075793,0.289496318,0.008391198
JKG03,E,1.540191357,0.205783142,0.513397119,0.154867725,0.613106475,0,1.111653268,0.027579184,0.010607378,0.016971806,0.186689861,0.019093282,0.044550989,0,0.004242951,0.142138871,0.190932813,0.727666165,0.383987102,0.687358126,0.114559688,0.05940132,5.112756429,0.114559687,0.074251649,0.216390521,0.002121476,0.356407918,4.085962196,0.210026093,2.038738146,0.70008698,0.210026094,0.142138872,0.68523665,0.07425165,0.235483803,0.18244691,56.27214291,0.286399219,0.148503299,0,0.042429514,1.18378344,0.025457708,0.400958906,0.002121476,2.679423807,3.657424104,0.048793941,2.083289136,0.004242951
JK015,E,1.372208555,0.139873631,0.250807891,0,0.361742149,0.171224618,0.366565377,0.043409058,0,0.014469686,0.094052959,0.286982106,0.057878744,0,0,0.021704528,0.914001832,0.079583273,0.559494525,0.699368157,0.173636233,0.002411614,13.74137848,0.009646457,0.065113587,0.528143539,0.002411614,0.086818116,1.184102639,0.265277577,1.304683355,0.0168813,0.094052958,0.067525202,0.286982105,0.024116144,0.243573048,0.040997443,54.25408768,0.185694304,0.221868519,0.002411614,0.021704529,0.677663628,0,0.267689191,0,7.531471567,4.820817053,0.057878744,0.359330536,0.14469686
JK005,E,1.296592926,0.11472358,0.173167669,0,0.231611759,0.12554656,0.380968873,0.002164596,0,0.008658384,0.227282566,4.173340837,0.038962726,0,0.002164596,0.03679813,0.400450236,0.038962725,0.389627256,10.26018442,0.266245292,0.010822979,10.23204468,0.017316767,0.002164596,0.177496861,0.006493788,0.071431664,3.151651587,0.270574484,1.214338284,0.010822979,0.106065197,0.084419237,0.348499935,0.019481363,0.203472012,0.045456513,49.46750942,0.095242219,0.082254643,0,0.032468938,0.82904022,0.002164596,0.357158318,0.004329192,3.062903156,5.72319148,0.02597515,0.318195593,0.008658383
JK006,E,1.135376598,0.086859412,0.665922158,0,0.508747983,0.008272325,0.506679901,0.022748894,0,0.004136162,0.262646317,0.188195393,0.0330893,0,0.004136162,0.088927494,0.229557018,0.047565868,0.320552592,0.645241345,0.095131737,0.006204244,21.49563634,0.0330893,0.014476568,0.082723249,0.006204244,0.055838193,2.651280142,2.822930885,3.395789385,0.008272325,0.072382843,0.070314761,0.494271415,0.01654465,0.097199818,0.068246681,49.56363485,0.533564959,0.022748894,0.006204244,0.107540224,1.04231294,0.010340406,0.124084874,0.039293543,2.583033463,4.067915788,0.028953137,0.713488026,0
JK076,E,1.623425235,0.166834214,1.544285929,0.068444806,0.812782068,0.006416701,1.698286742,0.139028511,0.145445212,0.008555601,0.380724232,0.106945009,0.068444805,0.008555601,0.008555601,0.047055803,0.021389002,0.549697346,0.327251728,0.757170663,0.318696127,0.017111201,3.734519708,0.10694501,0.012833401,0.019250101,0.014972301,0.248112421,2.660791821,1.57423053,2.658652921,0.0042778,0.322973927,0.337946228,0.149723013,0.032083503,0.098389408,0.021389001,49.03000876,0.515474942,0.074861506,0.019250102,0.389279831,1.959232563,0.010694501,1.050199987,0.027805702,0.896199175,15.04502385,0.177528715,0.329390628,0
JKD02,E,0.988068605,0.194713729,0.31899909,0.07042837,0.443284447,0.049714144,1.168282376,0.037285608,0.002071423,0.016571382,0.209213688,0.018642805,0.105642555,0.002071423,0,0.099428288,0.134642472,0.437070179,3.76377496,0.524069931,0.227856492,0.03107134,5.170270941,0.122213936,0.014499958,0.035214185,0.002071423,0.134642473,1.990637171,0.84306902,3.181705194,0.004142846,0.205070844,0.109785401,0.227856492,0.057999834,0.080785483,0.236142182,49.35164471,0.182285193,0.028999917,0.047642721,0.076642638,1.789709171,0.022785649,0.103571134,0.026928494,8.985831469,3.786560609,0.126356782,0.248570718,0.006214268
JK016,E,1.096845508,0.108409149,0.71635065,0,0.62282119,0.006377009,0.40812856,0.059518749,0.00212567,0.012754018,0.129665845,0.174304906,0.040387722,0.006377009,0,0.05101607,0.072272767,0.085026784,0.450641952,0.533543066,0.123288837,0.006377009,19.44987671,0.042513392,0.10203214,0.163676558,0.004251339,0.046764731,1.377433892,0.66958592,3.116231614,0.008502679,0.116911828,0.042513392,0.403877222,0.040387722,0.099906471,0.044639061,48.86276677,0.423008246,0.036136383,0.008502679,0.05101607,0.856644844,0,0.097780802,0.05101607,5.732930874,4.295978234,0.0488904,0.673837259,0.00212567
JK035,E,1.475459855,0.034870543,0.200505623,0.002179409,0.292040797,2.78746404,0.37267893,0.004358818,0,0.002179409,0.104611629,0.571005143,0.045767588,0,0.030511725,0.010897045,0.111149857,0.119867492,5.012640573,1.128933833,0.239734983,0.037049952,5.413651818,0.017435272,0.002179409,0.252811437,0.006538227,0.122046901,1.808909424,0.616772731,1.59096853,0.013076454,0.106791039,0.156917444,0.647284457,0.01961468,0.28986139,0.087176357,48.1954494,0.080638131,0.671257955,0,0.126405719,0.736640224,0.004358818,0.189608579,0.013076454,3.506668991,14.53447825,0.052305815,0.233196756,0.015255863
JK056,E,3.525185061,0.139850023,0.573867335,0,1.128445012,0.002411207,1.743302871,0.096448291,0.007233622,0.040990524,0.352036265,0.028934487,0.067513804,0,0.002411207,0.096448291,0.040990523,0.419550069,0.168784509,2.813878909,0.236298315,0.077158633,4.672919731,0.171195718,0,0,0.004822415,0.291756082,2.47630989,0.4629518,14.81204639,0.016878451,0.147083644,0.226653486,0.149494852,0.007233622,0.364092301,0.050635353,46.05888168,0.434017313,0.004822415,0,0.337569022,3.187616038,0.007233622,0.438839727,0.07956984,0.679960456,4.291948978,0.069925011,0.80052082,0.002411207
JK046,E,1.992116756,0.245019708,0.901246404,0.112922126,0.905507616,0.004261212,2.477894962,0.089485459,0.021306062,0.034089698,0.530520933,0.153403644,0.061787579,0.010653031,0.004261212,0.161926069,0.046873336,0.411206988,0.176840311,0.826675189,2.049643124,0.021306062,5.850644508,0.049003941,0,0.025567274,0.008522425,0.436774262,4.85139022,0.922552467,2.840098006,0.010653031,0.19388516,0.730797913,0.068179396,0,0.091616065,0.025567273,47.53595398,0.869287313,0.023436667,0,0.383509108,2.10077767,0.004261212,1.487163098,0.025567273,0.334505167,6.291679983,0.157664856,0.253542133,0.004261212
JKI08,E,0.882646717,0.083576249,0.130460485,0,4.507002059,0,1.573679596,0.01223067,0.00407689,0.00407689,1.163952137,2.230058911,0.075422467,0,0.002038445,0.01630756,0,0.079499357,0.101922254,0.091730028,0.097845363,0.014269116,0.313920541,0,0.00815378,0.006115335,0.002038445,0.446419471,2.466518538,0.044845792,0.831685589,0.006115335,0.02446134,0.175306276,0.030576676,0,0.026499786,0.016307561,48.36210938,3.018937154,0.032615121,0.00407689,0.00407689,0.756263122,0.002038445,0.022422895,0,0.00815378,5.271418962,0.00815378,0.28130542,0
JKI09,E,1.908420217,0.099587423,0.166656505,0,3.333130094,0,1.741763712,0.012194378,0.006097189,0.054874702,1.922646993,0.018291568,0.686949983,0,0.006097189,0.040647929,0.004064792,0.115846596,2.989655103,0.292665081,0.105684613,0.018291568,0.392252505,0.042680325,0.012194378,0.296729875,0.006097189,0.156494523,7.930410748,0.695079568,2.062882346,0.002032396,0.101619819,0.113814197,0.054874702,0,0.186980469,0.026421153,47.25118387,0.103652216,0.004064793,0,0.518261082,0.819055748,0.002032396,0.02235636,0.008129586,4.904172509,4.190801374,0.008129586,0.884092434,0
JK036,E,1.270948852,0.026997279,0.683238842,0.002076714,1.626066912,0.112142546,0.471414035,0.018690424,0.002076714,0.002076714,0.122526115,0.903370507,0.058147987,0.004153428,0.024920566,0.047764418,0.047764418,0.174443959,0.494257886,8.186405831,0.091375407,0.047764418,9.503042385,0.014536997,0.004153428,0.097605549,0.010383569,0.066454842,1.688368325,0.784997819,6.103461882,0.006230141,0.207671382,0.132909683,0.847299233,0.022843852,0.141216539,0.11421926,47.68550246,0.234668659,0.0602247,0.145369967,0.114219259,0.878449939,0.010383569,0.068531556,0.097605549,3.351816087,3.582331318,0.064378128,0.527485307,0.006230141
JKI03,E,0.774131955,0.066413466,2.760309652,0,1.915613392,0.004150842,0.921486833,0.016603366,0.004150842,0,0.842620841,0.016603366,0.259427599,0,0.002075421,0.066413465,0.004150842,0.124525248,5.624390345,0.232447129,0.066413465,0.014527946,0.570740718,0,0.037357575,0.066413465,0,0.139053193,8.91185688,0.39432995,0.549986511,0.006226262,0.056036362,0.417159579,0.070564308,0,0.329991906,0.033206733,47.95882365,0.168109084,0.006226263,0.002075421,0.016603366,0.614324553,0.004150842,0.033206733,0.004150842,1.20581948,8.202062968,0.029055891,0.608098292,0
JKB10,E,1.939484744,0.116535564,0.274690973,0.070753736,0.834477879,0.041619844,1.827111166,0.020809922,0.004161984,0.05618679,0.156074416,0.05618679,0.043700836,0.004161984,0.004161984,0.045781828,0.09364465,0.418279435,0.174803346,0.593082782,0.108211596,0.010404961,4.651017603,0.022890915,0.010404961,0.010404961,0.004161984,0.139426479,3.812377742,0.101968619,17.03916427,0.037457859,0.16856037,0.33712074,0.276771965,0.041619844,0.318391809,0.045781829,46.3353727,0.199775253,0.029133892,0,4.925708578,0.913555581,0.037457859,0.064510759,0.004161984,0.108211595,3.308777627,0.016647938,0.230990136,0.022890914
JKA10,E,2.145207561,0.172966587,0.326949038,0.025312183,0.774130947,0.01476544,1.676932163,0.014765441,0.002109349,0.006328046,0.221481606,0.900691867,0.03164023,0.008437395,0.004218697,0.023202836,0.080155249,0.282652716,0.392338846,0.483040837,0.253121837,0.050624367,5.039233885,0.025312184,0.006328046,0.035858927,0.002109349,0.080155248,2.200050623,0.223590955,1.778180898,0.033749578,0.147654405,0.158201148,0.896473169,0.029530881,0.445072562,0.054843065,44.18030713,0.162419844,0.044296322,0,0.082264599,0.856395547,0.010546744,0.521009113,0,5.840786367,6.946085049,0.01476544,0.474603442,0.008437395
JK066,E,2.202782462,0.240303542,1.317453626,0.059021923,1.283726813,0.006323777,1.943507589,0.124367622,0.010539629,0.0653457,0.425801012,0.103288364,0.155986509,0,0.002107926,0.147554806,0.177065769,0.564924115,0.379426643,0.470067454,0.392074199,0.023187184,2.261804386,0.215008431,0.002107926,0.008431703,0.014755481,0.52698145,2.105817875,1.540893761,3.459106239,0.010539629,0.352023607,0.366779088,0.124367623,0.01475548,0.231871838,0.128583474,43.59401349,0.537521079,0.021079258,0.002107926,1.237352445,2.223861721,0.014755481,0.653456998,0.031618887,0.592327151,15.9801855,0.257166948,0.491146712,0
JKI10,E,0.778605984,0.402798828,3.01476237,0,0.57928285,0.002076283,0.523223221,0.128729522,0.006228848,0.172331458,1.193862509,0.282374437,0.006228848,0.010381413,0,0.024915391,0.006228848,0.809750223,0.068517326,0.16610261,0.043601934,0.016610261,0.328052654,0.058135914,0.022839108,0.010381413,0.006228848,0.091356435,2.711625105,0.037373087,0.465087307,0.002076283,1.158565704,0.178560306,0.043601935,0,0.16610261,0.014533978,44.82278927,0.080975022,0.004152566,0.191018001,0.033220522,1.06098042,0.25330648,1.553059404,0,0.249153915,20.69015634,0.097585283,0.159873762,0
JK003,E,1.162183336,0.352572473,1.138243231,0,0.459214765,0.437451032,1.340645946,0.087054932,0.008705493,0.613737269,0.870549317,0.570209803,0.182815356,0.045703839,0,0.065291198,0.583268042,0.354748846,1.155654219,0.779141638,0.280752155,0.002176373,6.324540789,0.261164794,0.047880212,0.023940106,0.034821973,0.235048316,2.629058936,1.181770697,4.485505352,0.050056586,0.474449377,0.289457648,0.010881867,0.156698877,0.054409332,0.115347784,44.33054757,0.076173065,0.004352746,0.01958736,0.139287891,2.659528163,0.063114825,0.829198224,0.013058239,1.321058587,5.710803518,0.326455994,2.546356751,0
JK072,E,0.535706659,0.215563237,0.740598454,0.068297264,1.005250351,0.0405515,0.702181242,0.03841721,0.012805737,0,0.309471977,0.661629744,0.130191659,0.010671447,0.002134289,0.046954369,0.036282921,0.800358561,0.80249285,0.320143424,0.25398045,0.032014342,16.48311777,0.029880052,0.017074315,0.03841721,0.021342895,0.392709267,2.687070474,1.455585434,0.962564561,0.019208605,0.695778374,0.253980449,0.260383317,0.140863106,0.113117343,0.049088658,44.46578733,0.305203397,0.096043026,4.853374312,0.136594527,0.781149955,0.023477184,0.655226874,0.019208605,0.106714474,8.056942844,0.589063901,0.597601058,0.002134289
JKD04,E,0.709880378,0.196614098,0.382880086,0.008278488,0.488430811,0.022765843,0.881659009,0.024835465,0.004139244,0.008278488,0.461525725,0.097272238,0.014487355,0,0,0.04967093,0.589842294,0.22765843,0.111759593,0.372531976,0.045531686,0.074506395,2.880913943,0.064158285,0.026905087,0.035183576,0,0.192474854,4.921561322,0.813361479,2.506312347,0.01034811,0.151082413,0.076576017,0.293886337,0.035183575,0.03932282,0.111759592,43.99188708,6.6248603,0.014487355,0.004139244,0.091063372,0.716089241,0.024835465,0.32906991,0.037253198,0.12831657,3.069249556,0.082784883,0.287677471,0.031044331
JK025,E,0.967991741,0.122612287,0.668989847,0.019359835,0.662536568,0.197900533,0.901307865,0.004302186,0.004302186,0.004302186,0.247375667,0.234469111,0.135518844,0,0.004302186,0.03871967,0.098950268,0.191447256,0.567888489,4.033298916,0.378592324,0.019359835,5.803648255,0.01505765,0.021510928,0.748580279,0.012906557,0.139821029,2.639390811,0.989502669,1.821975566,0.017208742,0.103252454,0.184993978,0.821717433,0.03871967,0.262433316,0.027964206,43.529513,0.04517295,0.193598347,0.004302186,0.025813114,1.129323698,0.002151093,0.344174842,0,0.326966099,18.52951299,0.154878678,0.32051282,0.006453278
JKG09,E,2.29853634,0.235531629,0.569902422,0.067294752,0.683462317,0.016823688,0.601446839,0.031544415,0.006308883,0.006308883,0.315444145,0.06519179,0.117765815,0.002102961,0,0.079912518,0.117765815,0.590932032,0.191369449,12.95003365,0.052574025,0.031544415,3.278516155,0.035750337,0.004205922,0.029441454,0,0.126177658,1.600353298,0.813845895,2.700201885,0.035750337,0.290208615,0.050471064,0.273384926,0.067294751,0.10935397,0.082015479,41.51665545,0.187163527,0.014720727,0,1.297526918,5.349932706,0.008411844,0.283899731,0.002102961,5.537096232,4.878869447,0.010514805,0.218707941,0.023132571
JKJ01,E,0.570922132,0.057710541,0.199925801,0,0.399851602,0.032977452,1.477802053,0.022671998,0.010305454,0.008244363,0.471989777,0.016488726,0.140154169,0,0,0.418401419,0.014427635,0.379240693,0.410157055,0.294735974,0.078321448,0.016488726,5.239292633,0.002061091,0.032977451,0.25557525,0.030916361,0.041221815,1.500474051,0.422523599,1.832309659,0.002061091,0.274125067,0.076260356,0.296797065,0.002061091,0.035038542,0.088626901,42.67282246,1.900325652,0.022671998,0,0.517333773,1.659178038,0.002061091,0.245269797,0.026794179,0,12.67158581,0.035038542,0.731687209,0
JK042,E,0.816549868,0.220973547,0.681861229,0.126270598,1.473156975,0.042090199,0.75762359,0.073657848,0.063135299,0.00631353,0.420901993,0.55559063,0.073657849,0.01473157,0.00210451,0.098911969,0.04419471,0.728160448,0.507186901,0.164151777,0.136793148,0.052612749,22.87391881,0.05050824,0,0.02946314,0.00841804,0.412483953,3.640802239,1.8161921,1.159584991,0.02946314,0.275690806,0.561904161,0.202032957,0.01262706,0.138897658,0.063135299,42.18279774,0.999642233,0.02314961,0.031567649,0.233600606,0.667129659,0.01262706,0.940715954,0.01473157,0.01473157,7.391038997,0.157838247,0.517709452,0.00631353
JKD09,E,0.613359598,0.546203438,2.1064649,0.031339541,2.321364612,0.087303009,1.228957737,0.042532235,0.091780086,0.01566977,1.27372851,0.250716333,0.239523639,0,0,0.076110315,0.326826647,0.445469198,0.161174785,0.35592765,0.062679084,0.044770774,1.98782235,0.038055158,0.040293696,0.008954154,0,0.228330945,6.867836677,1.161801576,2.025877508,0.017908309,0.505909742,0.129835243,0.109688394,0.05148639,0.147743553,0.15222063,42.13601361,0.313395415,0.035816619,0.004477077,0.111926933,1.403563753,0.002238539,1.007342406,0.008954154,0.45666189,8.985494269,0.022385387,0.190275788,0.031339542
JK040,E,0.750688132,0.189757276,0.294019518,0.27733756,4.216365001,0.012511469,0.734006172,0.043790141,0.00417049,0.008340979,0.512970223,0.127199933,0.039619652,0.012511469,0.002085245,0.139711401,0.127199934,0.294019519,0.296104763,0.554675119,0.206439236,0.027108183,13.46025524,0.031278673,0,0.014596714,0.014596714,0.717324214,3.726332472,2.956877137,1.459671366,0.010426224,0.294019519,1.528484445,0.098006505,0.002085245,0.145967137,0.373258821,41.51930937,3.31762449,0.027108183,0.002085245,0.300275252,1.730753191,0.027108183,0.239803153,0.016681958,0.291934274,4.095420804,0.152222871,0.323212946,0.00417049
JK026,E,0.896517454,0.097312517,2.192637376,0.018634312,1.405855313,0.016563833,1.008323327,0.002070479,0.004140958,0.002070479,0.32506522,0.167708808,0.105594435,0.002070479,0,0.084889643,0.022775271,0.252598451,2.339641393,2.583957928,0.155285932,0.020704791,10.19710961,0.012422874,0.02277527,0.089030602,0.008281916,0.130440184,2.459729182,0.492774027,5.933993126,0.004140958,0.157356412,0.13665162,1.445194417,0.043480061,0.080748685,0.080748685,41.06381216,0.182202162,0.18634312,0.006211437,0.049691497,1.414137231,0.010352396,0.1387221,0.082819164,0.39339103,12.0315541,0.084889643,0.728808646,0.004140958
JKE08,E,0.585183648,0.352770284,0.292591825,0.078854534,2.31790828,0.008300477,1.479560074,0.06225358,0.008300477,0.033201909,0.736667358,0.053953102,0.288441585,0,0,0.056028222,0.062253579,0.408798506,1.228470637,0.302967421,0.09338037,0.014525835,9.157501558,0.068478938,0.010375596,0.064328699,0.014525835,0.33616933,5.941066612,0.979456319,2.417514007,0.039427267,0.209587051,0.15355883,0.083004773,0.022826313,0.232413364,0.145258353,41.05416061,0.30296742,0.020751194,0.124507159,0.020751193,0.844573564,0.041502386,0.161859308,0.012450716,6.733762192,5.947291969,0.020751193,0.27391575,0.008300477
JK052,E,0.988096492,0.179079322,0.61519014,0,1.413673233,0.03792268,0.861687558,0.05688402,0.006320447,0.048456758,0.309701886,0.484567576,0.145370273,0,0,0.084272623,0.058990835,0.811123987,2.30485621,0.214895186,0.109554408,0.084272622,25.57252713,0.162224797,0,0.023174971,0.008427262,0.45928579,2.743073843,1.339934689,1.780259138,0.029495418,0.198040663,0.189613399,0.292847362,0.03792268,0.36447909,0.090593069,40.33077004,0.303381439,0.021068156,0.050563574,0.259138313,1.369430108,0.040029495,0.320235963,0.042136311,0.084272623,6.118192351,0.080058991,1.106078163,0.006320447
JK028,E,0.723249456,0.264760962,0.396065178,0.040898035,1.34533009,0.006457584,1.278601718,0.017220225,0.008610113,0.017220225,0.309964053,0.019372753,0.159287083,0,0.002152528,0.053813203,0.165744666,0.49938653,0.320726693,2.654067202,1.332414922,0.02367781,13.1088964,0.03444045,0.017220225,0.064575844,0,0.200185117,3.174979014,0.551047204,3.794907117,0.040898034,0.234625569,0.299201411,0.460641023,0.075338484,0.182964892,0.032287922,40.40510579,0.165744667,0.583335127,0.004305056,0.348709559,3.220182104,0.038745506,0.243235681,0.004305056,1.046128679,3.614094754,0.055965732,0.346557032,0.019372753
JKJ04,E,0.397295014,0.264158917,0.04649197,0,0.243026204,2.836010144,3.222738799,0.002113271,0.004226543,1.039729501,0.131022823,0.133136095,0.234573119,0,0,0.048605241,0.004226543,0.0147929,0.044378698,1.105240913,0.200760777,0.035925613,0.51775148,0.010566357,0.004226543,0.010566357,0.006339814,0.023245985,20.11622992,0.023245985,10.35714285,0.010566357,0.01690617,0.090870668,0.198647506,0,0.080304311,0.004226543,40.65722739,0.099323753,0.154268807,0,2.571851226,0.665680473,0,0.080304311,0.006339814,0,0.538884193,0.006339814,0.097210481,0
JKE04,E,1.349711859,0.262143074,0.420295506,0.095324755,2.339789419,0.017331773,1.542527838,0.095324754,0.004332943,0.006499415,0.680272109,0.574114996,0.036830019,0.004332943,0.004332943,0.095324754,0.175484206,0.665106806,0.116989472,0.17981715,0.108323585,0.045495905,6.291433766,0.071493566,0.01299883,0.030330604,0.004332943,0.366133715,11.12699857,0.543784392,1.542527839,0.054161792,0.370466656,0.145153603,0.329303695,0.043329434,0.103990641,0.199315396,39.42111876,4.055634993,0.006499416,0.727934486,1.27388535,1.020408162,0.045495905,1.23488886,0.019498245,0.190649508,6.518913297,0.101824169,0.454959054,0.043329434
JK012,E,0.809698782,0.096811811,0.206825233,0,0.27943409,0,0.591872209,0.006600805,0.004400537,0.319038923,0.250830601,0.167220401,0.057206979,0,0.008801074,0.019802415,0.143017448,0.347642413,0.437853417,1.751413672,0.354243217,0.008801074,22.42733613,0.110013422,0.063807784,0.094611543,0.002200268,0.068208321,0.875706836,1.174943343,1.808620652,0.004400536,0.099012079,0.114413958,0.22222711,0.024202952,0.088010737,0.026403221,39.77425246,0.160619596,0.132016105,0,0.024202952,0.565468986,0.015401879,0.165020131,0.004400536,15.65711017,2.928557284,0.085810469,0.957116769,0.006600805
JK071,E,0.782825032,0.132973019,0.35387981,0.030026166,2.494316476,0.010723631,1.724359798,0.027881439,0.008578904,0.081499593,0.338866727,0.84502209,0.068631236,0.042894522,0.006434178,0.225196242,0.042894522,0.679878179,0.649852013,5.604169348,0.156565007,0.158709733,2.301291124,0.323853643,0.01072363,0.049328701,0.019302535,0.229485695,3.982756402,0.544760434,1.083086691,0.068631236,0.253077682,0.465405567,0.480418651,0.0493287,1.175309913,0.081499592,39.29781667,0.085789045,2.805301764,4.364517651,0.040749797,0.810706472,0.010723631,1.885214258,0.064341783,0.111525758,7.349976409,0.098657401,1.091665595,0.004289452
