Sample,label,Parabacteroides,Eubacterium,Gemmiger,Alloprevotella,Ruminococcus,Megasphaera,Blautia,Odoribacter,Butyricimonas,Bifidobacterium,Fusicatenibacter,Dialister,Clostridium_XVIII,Pyramidobacter,Turicibacter,Anaerostipes,Sutterella,Coprococcus,Megamonas,Escherichia/Shigella,Flavonifractor,Intestinibacter,Prevotella,Collinsella,Barnesiella,Haemophilus,Anaerotruncus,Dorea,Roseburia,Phascolarctobacterium,Lachnospiracea_incertae_sedis,Streptococcus,Oscillibacter,Clostridium_XlVb,Clostridium_sensu_stricto,Desulfovibrio,Romboutsia,Clostridium_IV,Bacteroides,Paraprevotella,Veillonella,Akkermansia,Parasutterella,Clostridium_XlVa,Holdemanella,Alistipes,Eisenbergiella,Fusobacterium,Faecalibacterium,Bilophila,Ruminococcus2,Catenibacterium
CRE03,A,7.63677061,0.147029779,0.197502688,0,0.386227478,0.002194474,0.318198775,0.083390024,0.006583423,0.006583423,0.079001075,0.048278435,0.052667384,0.017555795,0.002194474,0.006583423,0.074612127,0.083390024,0.114112664,0.269920341,0.094362396,0.006583423,1.573438082,0.035111589,0.054861858,1.24646141,0.004388949,0.125085036,0.673703615,0.032917114,1.154293489,0.026333692,0.166780048,0.337949045,0.103140293,0.010972371,0.010972372,0.092167921,73.93183964,0.309420879,1.042375299,0.043889486,0.068028704,0.943623956,0.013166846,0.399394325,0.017555795,0.401588799,0.844872611,0.03072264,2.738703943,0.013166846
CR073,A,1.291509058,0.079413179,0.426323379,0.094041922,0.769053935,0,0.499467093,0.236149715,0.018808384,0.08359282,0.160916177,0.38661679,0.062694614,0,0,0.029257486,0.031347306,0.077323358,0.077323358,0.539173685,0.229880253,0.004179641,1.314497083,0.150467075,0.016718564,0.022988025,0.006269461,0.121209588,1.245533008,1.797245616,0.555892249,0.010449102,0.25704792,0.361538943,0.010449102,0.050155692,0.022988025,0.054335332,69.84807005,0.031347307,0.317652714,0.148377254,0.112850306,1.109694676,0.00208982,1.197467137,0.142107793,0.154646716,4.135754739,0.246598817,0.56216171,0
CR082,A,3.594646269,0.053112386,0.458891013,0,0.346292756,0.025493945,0.286806882,0.259188443,0.006373486,0.078606331,0.165710644,0.089228807,0.025493945,0.002124495,0,0.031867431,0.919906522,0.104100276,0.127469726,1.342681113,0.586360739,0.004248991,0.29742936,0.214574039,0.09772679,0.05098789,0.057361377,0.078606331,0.342043765,3.567027831,3.288718928,0.012746973,0.072232844,0.284682388,0.016995962,0,0.053112386,0.016995963,67.38474612,0.703207989,0.05098789,0.065859358,3.093265349,1.083492671,0,1.850435522,0.048863394,0.322923305,1.642234968,0.337794774,0.514127894,0
CR077,A,2.750730793,0.304935753,0.6477256,0.067296166,1.099871715,0.008412021,0.344892851,0.039957099,0.012618031,0.16613741,0.317553784,0.111459275,0.208197515,0.002103005,0.002103005,0.050472124,0.018927047,0.178755441,0.021030052,1.08094467,0.147210363,0.035751088,0.569914405,0.187167463,0.10094425,0.063090155,0.00420601,0.067296166,1.770730374,0.103047254,0.864335133,0.098841244,0.481588189,0.281802694,0.079914197,0.010515026,0.065193161,0.132489326,66.09745326,0.023133057,0.189270467,0.006309015,1.444764568,0.750772854,0,1.308069232,0.006309015,0.035751088,6.986183255,0.187167462,0.407983007,0
CR086,A,2.899648737,0.110200426,0.449985076,0,0.911449365,0.029845949,0.668090088,0.089537847,0,0.305347017,0.321417912,0.360447229,0.032141791,0.013775053,0,0.098721215,0.268613541,0.208921642,0.14463806,1.129554377,0.74155704,0.022958422,0.355855545,0.048212686,0.029845949,0.544114608,0.018366738,0.105608743,0.773698831,2.7182772,0.759923778,0.013775053,0.332897123,1.035424845,0.009183368,0,0.059691898,0.071171109,62.42395022,0.245655119,0.066579424,0.6795693,0.693344353,2.318800651,0,2.070849691,0.08265032,0.190554906,4.274858231,0.204329958,1.724177514,0
CR075,A,0.624985999,0.082883449,0.432337985,0.129925405,0.403216773,0,0.250890437,0.120965032,0.004480186,0.060482516,0.058242423,1.606146816,0.022400932,0.004480186,0,0.033601398,0.029121211,0.076163168,0.069442888,0.67426805,0.116484846,0.026881118,5.102932282,0.620505814,0.026881119,0.41441724,0.011200466,0.038081584,0.448018638,0.230729599,0.533142178,0.008960372,0.120965032,0.515221433,0.116484847,0.026881119,0.042561771,0.008960372,63.89417799,0.040321677,5.925046482,0.649627025,0.042561771,0.53986246,0.00672028,0.188167829,0.00672028,2.710512757,5.517349523,0.156806523,0.114244753,0.013440559
CR087,A,0.993584404,0.068738544,0.312447926,0,0.391601399,0.024995834,0.435344109,0.058323612,0.004165972,0.302032995,0.481169805,0.162472921,0.279120147,0.004165972,0.002082986,0.06457257,0.139560073,0.08748542,0.116647225,0.337443759,0.264539244,0.016663889,0.435344106,0.316613897,0.045825696,0.045825695,0.004165972,0.068738543,0.716547243,0.116647225,0.891518081,0.035410765,0.122896184,0.645725712,0.024995834,0,0.039576737,0.039576737,63.37693717,0.137477088,0.20621563,0.081236461,0.318696883,0.94567572,0,0.274954173,0.058323613,0.016663889,17.02216297,0.093734378,0.774870854,0
CRD01,A,3.984608268,0.132469827,0.25652887,0.004205391,0.97775348,0.006308087,1.29736322,0.115648261,0.010513478,0.010513478,0.254426174,0.063080869,0.60978174,0,0,0.065183566,0.025232348,0.077799739,0.002102696,1.002985828,0.170318348,0.010513478,0.481517306,0.037848522,0.027335043,0.025232348,0.018924261,0.088313218,1.324698264,0.105134783,3.498885572,0.016821565,0.180831828,0.328020523,0.031540434,0.027335043,0.016821565,0.212372261,58.79347324,0.210269566,0.077799739,0.033643131,0.060978174,2.847049917,0.018924261,0.492030783,0.039951217,10.48824593,2.125825309,0.027335044,0.542495479,0
CR083,A,1.220083468,0.087300912,0.300229963,0,1.852482753,0.034068648,0.270419897,0.813388979,0.008517162,0.20654118,0.114981688,1.347840901,0.023422196,0.004258581,0,0.031939358,0.261902734,0.068137297,0.208670471,0.979473639,0.238480538,0.014905034,1.441529683,0.114981688,0.012775743,0.029810067,0.031939358,0.04045652,0.845328337,0.48973682,2.299633762,0.008517163,0.253385573,0.340686484,0.012775744,0.048973682,0.057490844,0.061749425,60.80614939,0.210799762,2.868154332,0.577037731,0.187377566,4.33949408,0,3.093859125,0.994378673,0.114981689,2.384805382,0.568520569,0.445021719,0
CRJ10,A,1.697964198,0.144787645,0.478237978,0,0.45849421,0.037293787,0.644963145,0.100912601,0.002193752,0.258862759,0.655931906,0.092137592,0.03071253,0,0,0.046068796,0.372937873,0.10968761,0.153562653,2.184977185,0.649350649,0.010968761,0.938925937,0.563794314,0,0.098718849,0.013162513,0.265444015,3.187521938,5.238680238,1.671639171,0.030712531,0.114075114,0.304931554,0.028518778,0.035100035,0.026325026,0.092137592,60.27114777,0.004387504,0.221568971,0.098718849,0.098718848,0.783169535,0.006581256,0.759038259,0.010968761,0.118462619,5.115830116,1.331607582,0.919182169,0
CRJ02,A,6.481522169,0.202135608,1.869754361,0,0.760205649,0.004394252,0.408665464,0.13182757,0.006591378,0.048336775,0.325174672,0.07470229,0.061519533,0.006591378,0,0.015379882,0.127433317,0.074702289,11.01419344,0.630575208,0.371314321,0.02856264,1.478665904,0.186755723,0.065913784,0.043942523,0.008788505,0.147207453,0.960144131,1.113942963,2.049918705,0.015379883,0.235092499,0.67451773,0.18895285,0.043942524,0.026365514,0.118644812,54.54585402,0.180164345,0.098870678,0.215318363,0.507536143,1.483060158,0.006591378,0.953552753,0.160390209,0.259260886,2.60798875,0.197741354,2.069692841,0
CRF09,A,5.34712989,0.098271576,0.387305625,0.049135787,0.765940228,0.014451702,0.283253366,0.037574426,0.020232383,0.011561361,0.052026129,0.150297705,0.034684086,0,0.023122724,0.017342042,0.031793745,0.072258511,0.017342043,2.867217758,0.132955662,0.00289034,0.939360656,0.008671021,0.089600555,0.18209145,0.014451702,0.049135788,0.627203884,2.23134285,0.482686859,0.043355107,0.199433492,1.1994913,0.054916468,0.020232383,0.072258512,0.118503959,55.5985895,0.031793745,0.326608474,0.014451702,0.12717498,15.05000289,0,0.690791375,0.023122724,0.349731198,1.760217353,1.271749812,0.268801665,0
CR023,A,1.382163923,0.110044899,0.294920328,0,0.222290695,0.004401796,0.576635269,0.077031429,0.066026939,0.052821551,0.11884849,0.026410776,0.061625143,0.004401796,0,0.028611674,0.081433225,0.250902369,0.944185228,3.013029316,0.204683511,0.004401796,4.841975528,0.180473633,0.07483053,0.094638613,0.019808082,0.165067347,1.78492825,2.101857558,1.032221146,0.475393961,0.323532001,0.365349063,0.050620653,0.033013469,0.052821551,0.158464654,59.4176424,0.147460164,0.074830531,1.2985298,0.420371512,1.113654371,0.01100449,0.35654547,0.030812572,0.235496083,6.488247205,0.563429879,0.462188572,0.02200898
CR056,A,1.800075794,0.164217441,0.488441619,0,0.263168976,0.035790981,0.732662428,0.109478293,0.027369573,0.231588698,1.008463514,1.89060592,0.050528443,0,0.008421407,0.042107036,0.08210872,0.160006736,1.088466882,1.68007074,0.176849551,0.012632111,1.320055581,0.187376311,0.378963325,0.073687313,0.006316055,0.235799402,1.720072424,0.764242705,2.842224938,0.014737463,0.09263548,0.248431513,0.10526759,0.08210872,0.040001684,0.094740831,58.48667313,0.429491769,0.086319423,0.12842646,0.275801087,2.206408691,0.016842815,0.646343003,0.010526759,1.235841509,4.107541371,0.176849552,1.711651016,0
CRD02,A,2.704687565,0.132191868,0.514079482,0.014687985,3.720256832,0.004196567,1.567417853,0.119602166,0.002098284,0.008393134,1.445717403,0.086029628,0.048260523,0.004196567,0,0.056653657,0.090226195,0.094422763,0.130093583,0.245499182,0.889672248,0.008393134,1.835998154,0.684040455,0.077636494,0.025179403,0.008393134,0.321037391,2.110873305,0.723907843,2.010155692,0.016786269,0.15107642,2.969071299,0.088127912,0.039867388,0.018884552,0.350413362,57.51605186,0.228712913,0.025179403,0.018884552,0.681942171,1.303034117,0.002098284,2.482269503,0.018884553,0.610600529,6.399764992,0.092324479,0.579126274,0
CR074,A,0.625994473,0.048153421,0.500376853,0.121430366,0.200988192,0,0.538062139,0.04187254,0.004187254,0.929570388,0.219830835,0.175864668,0.018842643,0,0,0.360103844,0.008374508,0.050247048,0.4187254,1.281299724,0.108868604,0.006280881,2.790804791,0.255422494,0.012561762,0.014655389,0.006280881,0.050247048,0.39778913,0.106774977,3.217904698,0.004187254,0.119336739,0.136085755,0.108868604,0.035591659,0.033498032,0.073276945,59.49669207,0.048153421,0.050247048,0.008374508,0.362197471,0.791391006,0.006280881,0.280546018,0.002093627,1.283393351,16.361695,0.035591659,0.140273009,0
CR070,A,1.736977999,0.040543712,0.249663914,0.076819666,0.426775921,0,0.516398864,0.049079231,0.185647526,0.025606555,0.061882509,0.162174851,0.012803278,0.012803278,0,0.036275954,0.81940977,0.044811472,0.025606555,14.81765999,0.343554616,0.004267759,0.497193949,0.181379767,0.044811472,0.119497258,0.017071037,0.038409833,0.906898833,2.496639139,0.565478096,0.038409833,0.362759533,0.548407057,0.023472677,0.019204916,0.044811472,0.021338797,58.23570833,0.014937157,0.098158461,0.00213388,0.125898897,0.734054584,0.00213388,0.947442545,0.012803277,5.2002646,1.026396091,0.236860636,0.298743145,0
CRF03,A,1.630182633,0.172930111,1.117719011,0,1.674469611,0.012653423,0.56096841,0.107554093,0.023197942,0.04428698,0.181365726,0.276266397,3.022059134,0.004217808,0,0.006326712,0.113880805,0.310008857,0.259395166,0.560968409,0.234088322,0.004217808,0.771858789,0.065376017,0.014762327,0.016871231,0.018980134,0.147623265,1.191530643,0.145514363,2.903960521,0.042178076,1.347589525,0.797165634,0.02741575,0.223543803,0.033742461,0.099118478,58.24159602,0.050613692,0.054831499,0.054831499,0.862541651,1.415074444,0.004217808,4.07651103,0.054831499,0.354295837,4.915854739,0.099118478,1.176768316,0.006326711
CR097,A,0.871717372,0.151126881,0.567273365,0,0.770966117,0.002190245,0.584795323,0.043804893,0.004380489,2.242810522,0.219024465,0.197122018,4.408962482,0.002190245,0,0.024092692,0.133604924,0.056946362,0.173029327,0.547561163,0.170839083,0.024092691,2.008454343,4.00814771,0.030663425,0.026282936,0.002190245,0.030663426,1.042556453,0.175219572,1.668966424,0.041614648,0.214643976,0.177409817,0.118273211,0.06132685,0.041614648,0.091990276,57.28803908,0.024092692,2.396127647,0.03285367,0.247497647,0.718400246,0.004380489,0.341678167,0.006570734,0.015331713,8.40177848,0.118273211,0.427097707,0
CRI09,A,0.738777469,0.160694534,0.463301125,0.006260826,0.404866748,0.194085606,0.327649894,0.066782144,0.02086942,0.108520984,0.277563287,4.221883673,0.164868418,0.004173884,0,0.04173884,0.027130246,0.095999332,0.014608594,2.23928877,0.404866749,0.014608594,1.028862406,0.033391072,0.081390738,0.033391072,0.006260826,0.079303796,1.085209842,0.23999833,1.062253479,0.033391072,0.490431371,0.592691529,0.04173884,0.066782144,0.014608594,0.143998998,57.286558,0.018782478,0.070956028,0,0.089738506,1.750944339,0,0.507126907,0.008347768,0.200346432,16.18840913,0.715821107,0.329736836,0
CR071,A,1.167547299,0.129964207,1.401908983,2.424578149,0.888443838,0.078830748,0.362195329,0.078830748,0.038350094,0.125703085,0.276972899,0.159792057,0.021305607,0.025566729,0,0.100136356,0.13848645,0.121441964,1.167547299,2.784642918,0.215186637,0.017044486,4.252599286,0.151269815,0.072439066,0.023436168,0.006391682,0.061786262,1.36782001,0.56033748,0.767001875,0.021305608,0.36432589,0.39415374,0.019175047,0.085222431,0.008522243,0.040480655,56.81566389,0.409067667,0.144878131,0.010652804,0.443156639,0.588034771,0.004261122,1.661837396,0.021305607,2.835776376,7.333390149,0.274842339,0.673257202,0
CRB09,A,0.186985019,0.223971068,0.661639303,0,0.503421207,0.059588633,0.694515791,0.010273902,0.012328683,0.123286827,1.041773686,0.026712146,0.051369511,0.006164341,0.008219122,0.088355558,1.232868267,1.023280663,1.290402119,0.376024822,0.04931473,0.016438244,0.770542665,0.026712145,0.016438243,0.217806728,0.012328683,0.486982966,0.811638277,0.036986048,2.547927754,0.012328683,0.13561551,0.180820679,0.084245999,0.028766926,0.067807755,0.028766926,57.40029177,0.016438244,0.201368483,0.022602585,0.010273902,0.733556618,0.008219122,0.186985021,0.004109561,0.065752974,14.79236444,0.016438244,4.578050835,0
CRD04,A,2.061452283,0.255364718,0.298611969,0.006178179,1.379793237,0.002059393,0.745500227,0.759915977,0.004118786,0.010296964,0.626055439,0.123563574,0.26360229,0,0.020593929,0.094732073,0.047366036,0.12768236,0.022653322,0.115326002,0.572511224,0.022653322,1.264467235,0.070019358,0.228592611,0.026772108,0.004118786,0.150335681,4.897236294,0.873182586,1.927591745,0.002059393,1.78755303,0.696074798,0.150335681,0.022653322,0.045306644,0.072078752,55.13406648,1.93788871,0.004118786,0.004118786,0.072078752,1.083240659,0.002059393,3.80369867,0.010296965,5.206145229,3.140574158,0.0288315,0.432472507,0.002059393
CRE07,A,1.408624992,0.131994142,0.433105781,0,0.983768844,0.006187225,0.327922946,0.084558748,0.059809846,0.01237445,0.261925877,0.055685029,0.179429537,0.018561676,0,0.024748901,1.610741023,0.230989748,0.039185761,0.218615299,0.078371522,0.010312042,2.903871139,0.032998536,0.098995606,0.115494875,0.012374451,0.096933199,2.328459175,0.119619691,1.493183739,0.020624085,0.156743044,0.212428074,0.173242311,0.020624084,0.057747437,0.146431001,55.50972425,0.365046301,0.022686493,0.028873718,0.105182832,4.529049023,0.004124817,0.517664529,0.024748902,10.53684493,3.526718501,0.030936127,0.959019943,0
CRE04,A,1.866005788,0.65601766,0.287398212,0,1.112106128,0,1.314117916,0.079138638,0.004165191,0.095799404,0.102047192,0.129120936,0.05831268,0.01457817,0.006247787,0.020825957,0.033321531,0.104129787,0.008330383,1.874336173,0.120790553,0.045817106,1.961805191,0.066643064,0.066643064,0.05831268,0.012495574,0.106212383,1.391173961,0.079138638,5.541787283,0.016660766,0.166607659,0.43526251,1.680654768,0.004165192,0.120790553,0.147864298,54.9909407,0.301976384,0.039569319,0.018743362,0.047899701,1.212070725,0,0.522731533,0.039569319,7.16412937,2.74694379,0.035404128,0.410271363,0
CR084,A,0.499725888,0.075907729,0.78016278,0,0.196094969,0.018976932,0.231940285,0.054822249,0.004217096,4.980390503,0.158141104,0.094884662,0.006325644,0.004217096,0,0.099101759,0.15181546,0.082233373,6.302450133,4.168599502,0.078016278,0.008434192,3.453801709,0.600936195,0.012651288,0.018976932,0.002108548,0.033736768,0.453337832,0.156032556,0.830767933,0.014759836,0.075907729,0.236157381,0.037953865,0.031628221,0.033736769,0.027411124,56.2876903,0.166575296,0.031628221,0.120187239,1.954624045,1.047948381,0,0.166575296,0.046388057,5.728925063,5.701513937,0.088559018,0.299413823,0
CRH02,A,2.248197692,0.131266409,0.235446097,0,0.639663293,0.004167188,0.604242198,0.497978914,0.004167188,0.010417969,0.07709297,0.064591407,0.172938284,0.002083594,0,0.129182814,0.102096095,0.100012502,0.172938284,0.502146102,0.529232821,0.025003125,1.252239865,0.039588282,0.045839063,0.031253907,0.006250781,0.095845314,0.566737508,2.19194066,1.604367214,0.01666875,0.147935159,0.318789849,0.068758595,0.006250781,0.031253907,0.110430471,54.46930866,0.150018751,0.154185939,0,0.854273451,1.879401592,0.002083594,0.462557821,0.010417969,0.291703129,23.64878943,0.087510939,0.589657041,0
CR089,A,1.068562548,0.568339045,1.008961452,0,1.036633389,0.038314992,0.538538496,0.363992422,0.019157496,0.208603844,0.791843164,0.097916091,0.017028885,0.002128611,0,0.072372763,0.1596458,0.16603163,0.740756509,0.644969029,0.419336299,0.017028885,1.553885779,0.072372762,0.078758594,0.017028885,0.006385832,0.106430533,0.876987589,1.611358266,0.64922625,0.014900275,0.238404394,0.61729709,0.085144426,0.155388578,0.242661615,0.03192916,55.61846783,0.204346622,0.051086656,0.457651291,0.383149919,8.444198473,0,1.88382043,0.104301923,0.547052939,7.101045148,0.251176057,1.172864472,0
CRE01,A,3.611657804,0.167497173,0.328713203,0,1.369289393,0,1.115949918,0.1570286,0.106779448,0.00418743,0.138185168,0.041874294,0.100498304,0.03140572,0,0.169590889,0.029312006,0.244964617,0,0.217746326,0.148653741,0.010468573,0.877266447,0.077467443,0.037686865,0.033499435,0.037686864,0.129810309,1.400695113,0.125622881,1.134793351,0.006281144,0.755830995,0.34546292,0.186340605,0.00418743,0.06281144,0.211465182,52.73648507,1.327415099,0.018843432,0.048155438,0.173778317,15.0579959,0,2.39520958,0.358025209,1.51584942,1.20179222,0.035593149,0.956827603,0
CR096,A,2.527091652,0.491378933,0.805071732,0.002193656,1.215285394,0.002193656,0.704163559,0.043873119,0.01096828,1.149475716,0.225946563,0.421181942,0.09213355,0.024130215,0.002193656,0.019742904,0.274206993,0.120651077,0.201816348,1.164831308,0.884043346,0.021936559,2.090554118,0.065809678,0.004387312,0.057035054,0.026323871,0.177686132,1.050761198,3.882771026,0.682227001,0.002193656,0.504540869,0.8664941,0.074584302,0.100908174,0.052647743,0.100908174,53.24880447,0.057035055,0.054841399,3.948580705,0.401439039,2.191462291,0.017549248,3.472557364,0.109682798,0.127232044,4.863335235,0.544026675,1.081472381,0.002193656
CR080,A,3.115403443,0.028928746,0.247006987,0,0.235880545,0.02447817,0.758823269,0.106813832,0.020027594,0.075659798,0.093462103,0.899016422,0.011126441,0.086786239,0,0.028928746,12.15452401,0.060082781,0.142418443,2.49899862,0.413903601,0.006675865,0.429480618,0.422804753,0.071209222,0.979126797,0.004450576,0.051181628,1.061462459,3.406916196,1.800258133,0.660910588,0.226979393,2.826115981,0.113489697,0,0.102363256,0.011126441,52.2742445,0.17134719,0.349370244,0.035604611,0.169121901,2.839467711,0.002225288,0.634207129,0.073434509,1.188303885,0.741020962,0.625305977,0.420579465,0
CRF02,A,0.907104276,0.084525625,0.381396115,0,0.886488271,0.006184802,0.253576877,0.03092401,0.006184802,0.012369604,0.080402424,0.008246402,0.047416814,0.006184802,0,0.022677607,0.053601617,0.051540016,9.982270234,21.79936503,0.276254484,0.002061601,0.995753105,0.035047211,0.045355214,0.020616006,0.012369604,0.090710427,0.75660743,0.105141633,0.449428936,0.028862409,0.127819239,0.323671298,0.068032821,0.018554405,0.039170412,0.121634437,54.12938606,0.041232013,0.074217622,0.016492805,0.731868222,0.834948253,0,0.379334516,0.051540015,0.072156022,1.434874036,0.113388034,0.46179854,0
CRC07,A,1.207184628,0.121136174,1.576858814,0,4.582289057,0.008354219,0.718462824,0.210944027,0.016708438,0.027151211,0.200501253,0.361319967,0.146198831,0,0.002088555,0.012531329,0.131578947,0.246449456,0.077276524,1.931913116,0.26942356,0.012531328,3.368838765,0.022974102,0.031328321,0.020885547,0.014619883,0.160818713,1.704260652,0.277777778,4.517543859,0.039682539,0.202589808,0.131578947,0.068922306,0.033416876,0.052213868,0.07101086,53.64452798,0.194235589,0.020885548,0.139933167,0.302840434,1.075605682,0.012531328,2.710944026,0,0.208855472,3.471177944,0.054302423,1.021303258,0
CR092,A,3.651809124,0.037755637,0.857891977,0,0.50131096,0,0.6460409,0.255899318,0.012585212,0.056633456,0.163607761,0.153120084,0.125852124,0.004195071,0,0.002097535,7.056109073,0.073413739,0.201363398,3.920293655,1.128474043,0.020975354,2.053487155,3.249082329,0.037755637,0.014682747,0.023072889,0.071316203,0.981646566,0.964866282,3.305715782,0.004195071,0.146827478,0.123754588,0.048243314,0.052438385,0.018877819,0.018877819,50.91137913,0.127949659,0.111169376,0.012585213,0.38804405,2.003146303,0.008390142,2.51494494,0.010487677,1.382275827,3.454640797,0.257996854,1.061352911,0
CRE02,A,3.486109032,0.24381376,1.186988044,0,2.649870608,0,0.577453643,0.051329213,0.010693586,0.004277434,0.059884082,0.029942041,0.068438951,0.01497102,0,0.062022798,0.055606647,0.325085014,0.079132536,0.470517783,0.369998075,0.017109738,18.34163869,0.100519709,0.521846997,0.111213294,0.044913061,0.243813761,6.266441387,0.299420408,0.853348163,0.004277434,0.09838099,0.643753875,0.183929679,0.010693586,0.023525889,0.194623266,51.07684411,0.891845072,0.032080758,0.021387172,0.076993819,1.473576149,0.004277434,0.307975276,0.017109737,0.307975277,0.962422739,0.156126355,0.468379067,0
CR078,A,2.732644018,0.066931314,0.466211226,0.07616322,0.586225997,0.032311669,0.877031018,0.080779173,0,0.048467503,0.170790251,0.076163219,0.073855243,0,0.004615953,0.092319055,0.011539881,0.196177991,0.023079764,7.477843427,1.574039881,0.011539882,0.646233382,0.062315362,0.020771787,0.602381832,0.009231905,0.053083457,1.052437223,3.01652511,1.313238553,0.013847858,0.175406205,0.304652881,0.004615952,0.018463811,0.011539882,0.069239291,51.71482644,0.096935007,0.06923929,0.967042097,0.186946086,2.116414329,0,0.348504432,0.002307976,3.653526588,3.124999999,0.655465288,0.180022157,0
CRC05,A,4.337056007,0.090267865,0.934167437,0.016794021,15.78638005,0.243513309,0.237215553,0.037786548,0.023091779,0.810311529,0.054580569,0.071374591,0.054580569,0,0,0.004198505,0.08606936,0.060878327,0.115458896,0.182634982,0.277101352,0.004198505,2.441430851,0.006297758,0.016794021,0.020992527,0.006297758,0.117558149,1.452682846,1.559744731,0.757830213,0.058779075,0.157443949,0.163741709,0.056679821,0.027290285,0.029389537,0.136451424,50.00629775,0.226719287,0.012595516,9.056176002,0.138550676,0.608783272,0.025191032,0.426148292,0.006297758,0.146947687,3.442774373,0.069275338,0.734738433,0
CR022,A,1.867593484,0.200996608,0.672082409,0,0.219840039,0.010468573,1.055232193,0.081654872,0.039780579,0.037686864,0.083748587,0.016749717,0.023030861,0,0,0.035593149,0.144466311,0.092123445,1.07616934,6.457016038,0.286838909,0.002093715,1.936686069,0.037686864,0.027218291,0.018843432,0.023030861,0.100498304,1.042669904,1.187136218,1.886436916,0.12562288,0.305682342,0.328713203,0.010468574,0,0.041874293,0.274276621,52.46011472,0.190528034,0.041874293,0.033499435,0.108873163,1.249947657,0.573677819,0.297307483,0.023030861,0.096310875,17.53276663,0.171684603,0.408274359,0
CR076,A,7.055201135,0.135123161,1.260411129,0.084175084,2.602782209,0.002215134,0.914850258,0.026581606,0.002215134,0.276891725,0.374357611,0.806308701,0.024366472,0.073099415,0,0.066454014,0.006645401,0.166135034,0.033227007,0.983519405,0.456317562,0.022151338,0.343345738,0.033227008,0.022151338,0.079744816,0.048732943,0.181640971,0.498405104,0.449672161,0.651249336,0.006645401,0.781942229,2.436647174,0.022151338,0.008860535,0.026581606,0.077529682,47.22665249,0.039872408,0.068669148,0.27467659,2.731259969,1.643629275,0,6.534644693,0.024366472,0.361066808,4.806840334,0.181640971,0.954722666,0
CR021,A,2.772678355,0.162478107,0.259542951,0,0.232111583,0.002110105,0.369268426,0.092844633,0.021101053,0.065413264,0.067523369,0.065413264,0.042202106,0.006330316,0,0.120276002,0.006330316,0.086514317,8.07115275,3.175708468,0.227891371,0.014770737,2.747357092,0.029541474,0.092844633,0.031651579,0.006330316,0.151927581,1.154227595,2.791669304,0.981198963,0.086514317,0.206790319,0.348167374,0.004220211,0.004220211,0.042202106,0.135046738,50.89362959,0.248992425,0.109725475,7.338946213,0.130826529,1.215420649,0.004220211,0.312295583,0.008440421,1.057162753,2.838091621,0.793399591,0.284864215,0
CR053,A,3.237242081,0.110384649,1.10384648,0,0.252611022,0.02547338,0.371486796,0.301435001,0.067929014,0.1507175,0.254733803,1.704593699,0.059437888,0,0,0.048823979,0.106139085,0.110384647,0.645325634,2.222552433,0.210155388,0.004245563,12.47558801,0.042455634,0.033964507,0.031841726,0.008491127,0.072174578,0.736605248,0.566782712,0.921287255,0.019105035,0.297189437,0.237751549,0.059437887,0.129489683,0.004245563,0.025473381,50.26322493,0.048823978,0.031841726,1.082618663,1.275791797,1.076250317,0.044578416,1.878661798,0.006368345,0.176190881,6.009594973,0.135858028,0.534940987,0
CRC06,A,2.283638794,0.081409427,0.511418194,0,1.029098651,0.513505615,0.377823237,0.066797479,0.008349685,0.183693066,0.039661003,0.014611949,0.091846533,0.004174842,0,0.008349685,0.081409426,0.066797478,0.127332693,1.753433808,0.336074814,0.008349685,2.246065209,0.014611949,0.031311318,0.016699369,0.006262264,0.116895587,1.031186074,17.90172421,0.910115642,0.062622636,0.096021375,0.135682379,0.048010687,0.039661003,0.03548616,0.058447794,50.88297917,0.079322006,0.029223898,0.008349685,9.967436229,1.01031186,0.008349685,0.235878596,0.004174842,0.381998079,1.59896464,0.045923266,0.749384211,0
CR036,A,1.804351672,0.108349548,0.336104723,0,1.021581461,0,0.747390766,0.068547674,0.121616841,0.181319653,2.016628339,0.287457987,0.112771979,0.008844861,0.004422431,0.216699097,0.030957014,0.152573854,0.221121529,1.262603927,0.329471078,0.006633646,0.860162745,1.072439413,0.274190695,0.019900937,0.006633646,0.236600035,2.717583584,1.998938617,6.401468246,0.064125243,0.11277198,0.269768265,0.030957013,0.201220591,0.030957014,0.322837431,51.3598974,0.296302848,0.10834955,0.411286043,0.27197948,2.516362994,0,0.435609412,0.008844861,1.032637536,3.414116398,0.371484168,4.771802583,0
CR026,A,2.540231124,0.110163084,0.786262015,0.678258991,0.460092883,0,0.40393131,0.235446593,0.058321633,0.162004536,0.105842964,0.028080786,0.030240847,0,0,0.036721027,0.097202722,0.244086835,0.771141592,3.374014472,0.384490766,0,1.064909816,0.043201209,0.060481693,0.049681391,0.008640242,0.075602117,8.772005616,1.082190302,4.203477697,0.038881088,0.280807862,0.241926774,0.004320121,0.00432012,0.079922238,0.466573064,50.54541527,0.233286531,0.244086835,0.073442056,0.041041149,1.427799977,0.012960363,0.486013608,0.056161572,0.049681391,9.458904849,0.13392375,1.121071389,0
